|id |uuid                                |title                   |description|created_at             |nodes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |client_id|
|180|e112073b-685c-48c8-9031-fc7ea9d99c70|SHALON INTRUSAO PORTAO DE VEICULOS|SHALON INTRUSAO PORTAO DE VEICULOS|2025-07-11 15:20:26.791|[{"id":"256e5e70-eb82-405a-850c-75acca58c628","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"4a0f8d91-2265-41cc-9370-87f5b455a1f3","outputs":{0:"256e5e70-eb82-405a-850c-75acca58c628"},"params":{},"type":"start","x":100,"y":100}]|8|
|181|71ec7d63-420b-4983-978f-523f28779d88|SOLAR SERRANO INTRUSAO PORTAO VEICULO LIXEIRA CAM 5|SOLAR SERRANO INTRUSAO PORTAO VEICULO LIXEIRA CAM 5|2025-07-11 15:20:34.812|[{"id":"3e89f9ac-a544-489c-90ed-a12ecdb18900","outputs":{},"params":{},"type":"stop","x":894,"y":300},{"id":"a30b670b-3a0c-4a84-90fd-9d1609f3fbea","outputs":{0:"1751858669149"},"params":{},"type":"start","x":100,"y":100},{"id":"1751858669149","outputs":{0:"1751858680690",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1751858669150,"url":"http://8aff09378fd7.sn.mynetname.net:8520/api/relay?action=on&duration=15"},"type":"api","x":388,"y":299},{"id":"1751858680690","outputs":{0:"3e89f9ac-a544-489c-90ed-a12ecdb18900",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1751858680692,"url":"http://8aff09378fd7.sn.mynetname.net:8520/api/play?action=start&file=userfile1&mode=once&volume=60"},"type":"api","x":633,"y":99}]|8|
|182|e7dd4931-f7e6-4f78-9ed5-4323befbaef3|SOLAR SERRANO INTRUSAO PORTAO VEICULO PISCINA CAM 7|SOLAR SERRANO INTRUSAO PORTAO VEICULO PISCINA CAM 7|2025-07-11 15:21:27.506|[{"id":"f5e238cd-2524-41b8-8b3a-c79ac1bdaca8","outputs":{},"params":{},"type":"stop","x":892,"y":294},{"id":"d8e0ad10-b39f-4a7e-8647-89b7989c47d2","outputs":{0:"1751858771522"},"params":{},"type":"start","x":100,"y":100},{"id":"1751858771522","outputs":{0:"1751858775864",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1751858771524,"url":"http://8aff09378fd7.sn.mynetname.net:8520/api/relay?action=on&duration=15"},"type":"api","x":379,"y":296},{"id":"1751858775864","outputs":{0:"f5e238cd-2524-41b8-8b3a-c79ac1bdaca8",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1751858775865,"url":"http://8aff09378fd7.sn.mynetname.net:8520/api/play?action=start&file=userfile1&mode=once&volume=65"},"type":"api","x":637,"y":111}]|8|
|183|87f45255-7829-4bda-aff0-940a22edbc0f|SPAZIO INTRUSAO PORTAO VEICULO|SPAZIO INTRUSAO PORTAO VEICULO|2025-07-11 15:21:37.171|[{"id":"0215b477-35a5-4f98-84ed-d464eb8b6767","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"5275b082-428d-4a55-9cf4-b7d4690bce69","outputs":{0:"0215b477-35a5-4f98-84ed-d464eb8b6767"},"params":{},"type":"start","x":100,"y":100}]|8|
|184|bbf18b49-2e7d-42f0-a003-e17e38f5ed61|SUPREMO INTRUSAO PORTAO VEICULO CAM 28|SUPREMO INTRUSAO PORTAO VEICULO CAM 28|2025-07-11 15:21:45.366|[{"id":"e30630b9-d701-4c9b-b7a6-d37d871e52a2","outputs":{},"params":{},"type":"stop","x":746,"y":424},{"id":"ca42a7b2-aa1d-4078-bff1-c065313f3938","outputs":{0:"1751858842347"},"params":{},"type":"start","x":100,"y":100},{"id":"1751858842347","outputs":{0:"1751858846169",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1751858842348,"url":"http://d1530d5e15e8.sn.mynetname.net:704/api/relay?action=on&duration=15"},"type":"api","x":307,"y":243},{"id":"1751858846169","outputs":{0:"e30630b9-d701-4c9b-b7a6-d37d871e52a2",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1751858846170,"url":"http://d1530d5e15e8.sn.mynetname.net:704/api/play?action=start&file=userfile3&mode=once&volume=80"},"type":"api","x":530,"y":339}]|8|
|185|e24717a4-56c7-48a1-a2d4-06986bc7cf43|TENERIFE INTRUSAO PORTAO VEICULO|TENERIFE INTRUSAO PORTAO VEICULO|2025-07-11 15:21:53.549|[{"id":"fdcf99fb-7d4c-478a-b6c2-d84d9cabae15","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"5955bdf0-ce09-416e-83a7-3c6c617aee3f","outputs":{0:"fdcf99fb-7d4c-478a-b6c2-d84d9cabae15"},"params":{},"type":"start","x":100,"y":100}]|8|
|186|ad6959c6-eb06-4076-b6cc-b9cac7f4ff20|TERRA BRASILIS INTRUSAO PORTAO VEICULO JACARANDA|TERRA BRASILIS INTRUSAO PORTAO VEICULO JACARANDA|2025-07-11 15:22:05.764|[{"id":"b0321d50-32bf-409b-9048-fcf7202a849f","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"61b4c975-3cd4-42f2-8ded-a6b89d349746","outputs":{0:"b0321d50-32bf-409b-9048-fcf7202a849f"},"params":{},"type":"start","x":100,"y":100}]|8|
|187|8b2dc443-e650-4a72-9ef8-1299feda5a9e|TERRA BRASILIS INTRUSAO PORTAO VEICULO PAU BRASIL|TERRA BRASILIS INTRUSAO PORTAO VEICULO PAU BRASIL|2025-07-11 15:22:29.881|[{"id":"dd813b38-1f77-4d64-af05-1e74c37a4929","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"04f7eeee-9c3e-4a4a-a6cd-0a4033a606e1","outputs":{0:"dd813b38-1f77-4d64-af05-1e74c37a4929"},"params":{},"type":"start","x":100,"y":100}]|8|
|188|34c2278f-29a1-4227-b76d-53024785c3f8|TERRA BRASILIS INTRUSAO PORTAO VEICULO PAU BRASIL/JACARANDA|TERRA BRASILIS INTRUSAO PORTAO VEICULO PAU BRASIL/JACARANDA|2025-07-11 15:22:39.585|[{"id":"abf207bc-6518-43a3-9ffb-32e5785c086a","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"c96cf022-dd72-409c-8989-4cabde2832fc","outputs":{0:"abf207bc-6518-43a3-9ffb-32e5785c086a"},"params":{},"type":"start","x":100,"y":100}]|8|
|189|55ab2f5b-e194-4b33-a655-cb4471f23839|UPSIDE INTRUSAO PORTAO VEICULO SS1|UPSIDE INTRUSAO PORTAO VEICULO SS1|2025-07-11 15:22:49.031|[{"id":"06dfd9b6-2af5-4bcf-ae08-027b112b36e4","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"99842fcd-8116-4be3-98ad-86fbecb2ebfe","outputs":{0:"06dfd9b6-2af5-4bcf-ae08-027b112b36e4"},"params":{},"type":"start","x":100,"y":100}]|8|
|190|ca81525e-a4fc-46d3-b69a-84b3f6406b2c|UPSIDE INTRUSAO PORTAO VEICULO SS2|UPSIDE INTRUSAO PORTAO VEICULO SS2|2025-07-11 15:23:57.853|[{"id":"afdd513a-b1f0-4c37-b6a5-6e8b63667e1f","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"b4afd866-495c-421a-a762-2f88622903f3","outputs":{0:"afdd513a-b1f0-4c37-b6a5-6e8b63667e1f"},"params":{},"type":"start","x":100,"y":100}]|8|
|191|48f91f39-68f2-45b0-b89e-edf0b24b3b03|UPSIDE INTRUSAO PORTAO VEICULO TERREO|UPSIDE INTRUSAO PORTAO VEICULO TERREO|2025-07-11 15:24:50.608|[{"id":"93934757-ee3b-4adb-8954-25d7fe3d382a","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"37c763de-6e67-4e6f-852e-7d287bfb688c","outputs":{0:"93934757-ee3b-4adb-8954-25d7fe3d382a"},"params":{},"type":"start","x":100,"y":100}]|8|
|192|46a3f47b-a4e7-4724-ba93-433dbcfbf270|UPTOWN INTRUSAO PORTAO VEICULOS TERREO 1|UPTOWN INTRUSAO PORTAO VEICULOS TERREO 1|2025-07-11 15:25:00.409|[{"id":"9678f7d9-6f75-43ce-97d0-95f0975ab7aa","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"b5c9b2ad-e395-4d40-a456-f8561fa39876","outputs":{0:"9678f7d9-6f75-43ce-97d0-95f0975ab7aa"},"params":{},"type":"start","x":100,"y":100}]|8|
|193|0265813c-d9e6-472b-8f36-ba1dbecfee1b|UPTOWN INTRUSAO PORTAO VEICULOS TERREO 2|UPTOWN INTRUSAO PORTAO VEICULOS TERREO 2|2025-07-11 15:25:22.732|[{"id":"f09dba81-cce8-478c-ada7-00be5bbfb195","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"c21144a4-b353-47f2-9d77-72ee1e4cce73","outputs":{0:"f09dba81-cce8-478c-ada7-00be5bbfb195"},"params":{},"type":"start","x":100,"y":100}]|8|
|194|f9015e14-c749-45f5-bbea-0eb5501c3d88|VILA ITU INTRUSAO PORTAO VEICULO SERVICO|VILA ITU INTRUSAO PORTAO VEICULO SERVICO|2025-07-11 15:27:13.625|[{"id":"1fed6da9-9906-49d9-aa56-c4522efb5133","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"b10335eb-b7c8-4a5d-b09b-6aaa066c7c28","outputs":{0:"1fed6da9-9906-49d9-aa56-c4522efb5133"},"params":{},"type":"start","x":100,"y":100}]|8|
|195|0582bcee-ded0-4b91-be48-9d620ed7ae4a|VILA ITU INTRUSAO PORTAO VEICULO SS2|VILA ITU INTRUSAO PORTAO VEICULO SS2|2025-07-11 15:27:23.295|[{"id":"8bf8a185-01a0-4217-95ef-2f7d75dc258a","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"33d87b07-a979-47f9-98e0-782e61f5dfb0","outputs":{0:"8bf8a185-01a0-4217-95ef-2f7d75dc258a"},"params":{},"type":"start","x":100,"y":100}]|8|
|196|0cc6d53f-11af-4a3c-b966-05ed4a16e0da|VILA ITU INTRUSAO PORTAO VEICULO TERREO|VILA ITU INTRUSAO PORTAO VEICULO TERREO|2025-07-11 15:27:32.039|[{"id":"6cf17ee1-6f0b-42fc-9cdb-d366f8409067","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"1fce2b22-bcfe-49b8-8377-4413e1c18d6c","outputs":{0:"6cf17ee1-6f0b-42fc-9cdb-d366f8409067"},"params":{},"type":"start","x":100,"y":100}]|8|
|197|d7134e8c-659e-4d1a-bf20-2f5fdf4cc642|VILA MARIANA INTRUSAO PORTAO VEICULO|VILA MARIANA INTRUSAO PORTAO VEICULO|2025-07-11 15:27:42.9|[{"id":"d5999cc1-e0e9-49ae-aba2-776d2cbc8fe3","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"b7a58ff5-ad94-4467-9fa2-01bcffd679d0","outputs":{0:"d5999cc1-e0e9-49ae-aba2-776d2cbc8fe3"},"params":{},"type":"start","x":100,"y":100}]|8|
|198|c13cd950-bc0b-4bb2-a646-3cfa0d9dafd9|VILA YARA INTRUSAO PORTAO VEICULOS P1|VILA YARA INTRUSAO PORTAO VEICULOS P1|2025-07-11 15:27:53.479|[{"id":"226b0a41-e569-440e-8b0a-94d2f4b19436","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"b3a25f29-e1cc-4182-8a19-27c623c7d884","outputs":{0:"226b0a41-e569-440e-8b0a-94d2f4b19436"},"params":{},"type":"start","x":100,"y":100}]|8|
|199|a787faf6-adce-45fb-a05e-7a13c46bf9f2|VILA YARA INTRUSAO PORTAO VEICULOS P2|VILA YARA INTRUSAO PORTAO VEICULOS P2|2025-07-11 15:28:01.954|[{"id":"813cf03c-1b8d-4d06-bb07-7e40bd666a06","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"9078d526-5eff-4b89-b7b0-a0bef9aad58c","outputs":{0:"813cf03c-1b8d-4d06-bb07-7e40bd666a06"},"params":{},"type":"start","x":100,"y":100}]|8|
|200|53e7ae21-c636-45b6-bb9d-f1944f465089|VILLAGIO INTRUSAO PORTAO VEICULOS SUBSOLO|VILLAGIO INTRUSAO PORTAO VEICULOS SUBSOLO|2025-07-11 15:28:09.978|[{"id":"772018d2-b3cb-45a3-b6e6-aaf54ebb7f96","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"bac7aecf-07ae-42d3-8471-219d8923c94f","outputs":{0:"772018d2-b3cb-45a3-b6e6-aaf54ebb7f96"},"params":{},"type":"start","x":100,"y":100}]|8|
|201|936c9c20-7405-48fb-a78f-936982bf51c9|VILLAGIO INTRUSAO PORTAO VEICULOS TERREO|VILLAGIO INTRUSAO PORTAO VEICULOS TERREO|2025-07-11 15:28:16.882|[{"id":"3f913452-69f7-4f91-a026-6cda8acdfcca","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"44213083-7103-4a6b-8251-2ea33479fd57","outputs":{0:"3f913452-69f7-4f91-a026-6cda8acdfcca"},"params":{},"type":"start","x":100,"y":100}]|8|
|202|fd35571f-0b23-4283-bd95-77ebbf6fb4d0|JACKPOT INTRUSAO ENTRADA|JACKPOT INTRUSAO ENTRADA|2025-07-16 18:40:09.416|[{"id":"00af1aab-56ca-47ce-8da5-ef12bce3bbf3","outputs":{},"params":{},"type":"stop","x":764,"y":248},{"id":"efdc0d1f-263d-4299-9266-43e926a756cc","outputs":{0:"1752702609781"},"params":{},"type":"start","x":100,"y":100},{"id":"1752702609781","outputs":{0:"1752702614105",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752702609782,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/relay?action=on&duration=15"},"type":"api","x":322,"y":251},{"id":"1752702614105","outputs":{0:"00af1aab-56ca-47ce-8da5-ef12bce3bbf3",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752702614107,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/play?action=start&file=userfile1&mode=once&volume=0"},"type":"api","x":531,"y":62}]|8|
|203|c31c3f77-746a-42ae-92b3-caeb16fa9c03|JACKPOT AGLOMERACAO DE PESSOAS ENTRADA|JACKPOT AGLOMERACAO DE PESSOAS ENTRADA|2025-07-17 09:41:10.403|[{"id":"24207b2b-b5c5-4f89-b7c3-794534c5257f","outputs":{},"params":{},"type":"stop","x":642,"y":230},{"id":"2383bfde-2213-4416-a723-527ad338421b","outputs":{0:"1752759405853"},"params":{},"type":"start","x":100,"y":100},{"id":"1752759405853","outputs":{0:"1752759408449",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752759405854,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/relay?action=on&duration=15"},"type":"api","x":311,"y":231},{"id":"1752759408449","outputs":{0:"24207b2b-b5c5-4f89-b7c3-794534c5257f",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752759408451,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/play?action=start&file=userfile1&mode=once&volume=0"},"type":"api","x":491,"y":93}]|8|
|204|723d76f2-f7a7-4ec0-8de4-615c3b8adaa1|JACKPOT AGLOMERACAO DE PESSOAS RESTAURANTE|JACKPOT AGLOMERACAO DE PESSOAS RESTAURANTE|2025-07-17 09:44:04.331|[{"id":"24207b2b-b5c5-4f89-b7c3-794534c5257f","outputs":{},"params":{},"type":"stop","x":733,"y":242},{"id":"2383bfde-2213-4416-a723-527ad338421b","outputs":{0:"1752759366148"},"params":{},"type":"start","x":100,"y":100},{"id":"1752759366148","outputs":{0:"1752759369481",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752759366150,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/relay?action=on&duration=15"},"type":"api","x":305,"y":226},{"id":"1752759369481","outputs":{0:"24207b2b-b5c5-4f89-b7c3-794534c5257f",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752759369482,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/play?action=start&file=userfile1&mode=once&volume=0"},"type":"api","x":517,"y":122}]|8|
|205|f35deff7-da32-4b97-8a90-0c29ccc5d1a8|JACKPOT INTRUSAO RESTAURANTE|JACKPOT INTRUSAO RESTAURANTE|2025-07-17 09:44:33.139|[{"id":"00af1aab-56ca-47ce-8da5-ef12bce3bbf3","outputs":{},"params":{},"type":"stop","x":764,"y":248},{"id":"efdc0d1f-263d-4299-9266-43e926a756cc","outputs":{0:"1752702609781"},"params":{},"type":"start","x":100,"y":100},{"id":"1752702609781","outputs":{0:"1752702614105",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752702609782,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/relay?action=on&duration=15"},"type":"api","x":322,"y":251},{"id":"1752702614105","outputs":{0:"00af1aab-56ca-47ce-8da5-ef12bce3bbf3",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1752702614107,"url":"http://8aff0aee1c40.sn.mynetname.net:7099/api/play?action=start&file=userfile1&mode=once&volume=0"},"type":"api","x":531,"y":62}]|8|
|206|7e329398-31bd-43b8-a9cf-9cac476e5bf1|NOTIFICACAO TELEGRAM|TESTE|2025-07-22 13:28:14.549|[{"id":"d0a95cc5-76c9-4d6e-bd3d-758d74b070d6","outputs":{},"params":{},"type":"stop","x":613,"y":516},{"id":"9a4e1626-dace-4365-8d12-68c58983dad8","outputs":{0:"1753201711234"},"params":{},"type":"start","x":100,"y":100},{"id":"1753201711234","outputs":{0:"1753201727435"},"params":{"date_format":"dd-MM-yyyy","id":1753201711243,"channel_id":"QWEQWE","token":"QWQWE"},"type":"telegram","x":276,"y":259},{"id":"1753201727435","outputs":{0:"d0a95cc5-76c9-4d6e-bd3d-758d74b070d6",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1753201727440,"url":"https://api.localhost.com/v1/currency"},"type":"api","x":423,"y":112}]|91|
|207|472f2249-d4f7-4590-96e0-0dc5f3d68224|NOTIFICACAO WHATSAPP|[NULL]|2025-07-22 16:16:17.536|[{"id":"df2754df-0964-4699-ba8a-e6b483a4ea5f","outputs":{},"params":{},"type":"stop","x":386,"y":399},{"id":"9ae68287-661e-4cae-b32c-348355716656","outputs":{0:"1753217677009"},"params":{},"type":"start","x":100,"y":100},{"id":"1753217677009","outputs":{0:"df2754df-0964-4699-ba8a-e6b483a4ea5f",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1753217677015,"url":"https://prod-23.brazilsouth.logic.azure.com:443/workflows/be6840f67453446887443cca1ddb4ea7/triggers/manual/paths/invoke?api-version=2016-06-01&sp=%2Ftriggers%2Fmanual%2Frun&sv=1.0&sig=7lgyHogTu6DMtzDT2L6xiOa4lk9xQvDTRC4B36o6y3w"},"type":"api","x":270,"y":270}]|91|
|208|8b12afd2-ea2b-492a-ad48-bb6fe501c640|ANIMA INTRUSAO TORRE 1 PORTAO VEICULOS SUBSOLO|ANIMA INTRUSAO TORRE 1 PORTAO VEICULOS SUBSOLO|2025-07-23 09:05:43.202|[{"id":"b0bc47fe-9fdd-4fca-9e35-f084026fd71d","outputs":{},"params":{},"type":"stop","x":787,"y":270},{"id":"dc702666-501a-4888-b238-76f8cbc00849","outputs":{0:"1753275049577"},"params":{},"type":"start","x":100,"y":100},{"id":"1753275049577","outputs":{0:"1753275053113",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1753275049579,"url":"http://cc210d5fe9f2.sn.mynetname.net:8260/api/relay?action=on&duration=15"},"type":"api","x":338,"y":278},{"id":"1753275053113","outputs":{0:"b0bc47fe-9fdd-4fca-9e35-f084026fd71d",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1753275053114,"url":"http://cc210d5fe9f2.sn.mynetname.net:8260/api/play?action=start&file=userfile2&mode=once&volume=80"},"type":"api","x":567,"y":94}]|8|
|209|aa02386a-291c-422b-81bd-84e55f07e59d|ANIMA INTRUSAO TORRE 1 PORTAO PEDESTRE/TERREO|ANIMA INTRUSAO TORRE 1 PORTAO PEDESTRE/TERREO|2025-07-23 10:05:56|[{"id":"b165fe62-025a-415f-85f9-66b87fc61557","outputs":{},"params":{},"type":"stop","x":910,"y":277},{"id":"44634ef3-68fe-40e2-8c8b-123d3179a129","outputs":{0:"1753275976015"},"params":{},"type":"start","x":100,"y":100},{"id":"1753275976015","outputs":{0:"1753275979647",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1753275976016,"url":"http://cc210d5fe9f2.sn.mynetname.net:8260/api/relay?action=on&duration=15"},"type":"api","x":344,"y":291},{"id":"1753275979647","outputs":{0:"b165fe62-025a-415f-85f9-66b87fc61557",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1753275979648,"url":"http://cc210d5fe9f2.sn.mynetname.net:8260/api/play?action=start&file=userfile2&mode=once&volume=100"},"type":"api","x":616,"y":119}]|8|
|210|8517c86f-5b36-409f-9507-e7400c1007ef|0004 - EDUCANDARIO - CAMERA 01  ZONA 91|[NULL]|2025-07-29 22:13:01.746|[{"id":"e58e4b66-680d-411a-bd2d-b826a8d47f58","outputs":{},"params":{},"type":"stop","x":394,"y":390},{"id":"f9d77471-6fcd-4772-8fa9-50aafa20744b","outputs":{0:"1753838044421"},"params":{},"type":"start","x":100,"y":100},{"id":"1753838044421","outputs":{0:"e58e4b66-680d-411a-bd2d-b826a8d47f58"},"params":{"account_id":"0004","partition":"0","zone":"91","event_code":"OD01","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6ODg0MiwidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6IjdjMDkyZmQyLTJhYWYtNGRhNS05NDkxLTYwMWFiN2ZiZDBmNiJ9.1kbFiEYJJck_VNbrrpUQE-6vWW-krGDAhCj7lsTVeL3qVfrMVUqKnvecHpUE5kqckwR6xDFTToR5v-uxym7vig","id":1753838044424,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":230,"y":270}]|93|
|211|0743b770-f546-4685-adc9-f44c759956ce|0004 - EDUCANDARIO - CAMERA 02  ZONA 92|[NULL]|2025-07-29 22:13:12.513|[{"id":"3aa240a5-8e89-4f30-aba8-1758e89fa1e5","outputs":{},"params":{},"type":"stop","x":415,"y":394},{"id":"6983cf8b-9898-4782-8bfa-d7f5aa1afef6","outputs":{0:"1753838107544"},"params":{},"type":"start","x":100,"y":100},{"id":"1753838107544","outputs":{0:"3aa240a5-8e89-4f30-aba8-1758e89fa1e5"},"params":{"account_id":"0004","partition":"0","zone":"92","event_code":"OD01","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6ODg0MiwidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6IjdjMDkyZmQyLTJhYWYtNGRhNS05NDkxLTYwMWFiN2ZiZDBmNiJ9.1kbFiEYJJck_VNbrrpUQE-6vWW-krGDAhCj7lsTVeL3qVfrMVUqKnvecHpUE5kqckwR6xDFTToR5v-uxym7vig","id":1753838107546,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":290,"y":270}]|93|
|212|ddfab2f2-1f0d-47c5-b3ca-3e5abf09a89a|ANIMA DETECCAO ARMA DE FOGO|ANIMA DETECCAO ARMA DE FOGO|2025-08-01 09:41:13.777|[{"id":"36078523-8322-4fd6-9df4-7c87f4f492ac","outputs":{},"params":{},"type":"stop","x":848,"y":254},{"id":"1d7b35ab-5e60-404d-ba03-6e1303a258a4","outputs":{0:"1754400377940"},"params":{},"type":"start","x":108,"y":111},{"id":"1754400377940","outputs":{0:"1754400381918",1:""},"params":{"method":"GET","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1754400377941,"url":"     http://cc210d5fe9f2.sn.mynetname.net:8260/api/relay?action=on&duration=15"},"type":"api","x":351,"y":260},{"id":"1754400381918","outputs":{0:"36078523-8322-4fd6-9df4-7c87f4f492ac",1:""},"params":{"method":"GET","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1754400381919,"url":"     http://cc210d5fe9f2.sn.mynetname.net:8260/api/play?action=start&file=userfile2&mode=once&volume=80"},"type":"api","x":586,"y":98}]|8|
|213|cabc553b-71ae-4eb0-a3ae-4575dd40f9e2|ANIMA RECONHECIMENTO FACIAL|ANIMA RECONHECIMENTO FACIAL|2025-08-01 09:41:33.199|[{"id":"d7efaf2d-635b-4563-80e9-d52c9b48f6be","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"678d9104-ff1a-4345-a424-aa9bc9b95b8b","outputs":{0:"d7efaf2d-635b-4563-80e9-d52c9b48f6be"},"params":{},"type":"start","x":100,"y":100}]|8|
|214|11bafa15-03f7-46b2-9721-a826aefc8e57|ANIMA LEITURA PLACA PORTAO VEICULOS|ANIMA LEITURA PLACA PORTAO VEICULOS|2025-08-01 09:41:53.281|[{"id":"f99a4fb9-31bf-4bb7-9391-ce43e5f244cc","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"300a1d52-5723-4124-a3a0-909c21ec69cd","outputs":{0:"f99a4fb9-31bf-4bb7-9391-ce43e5f244cc"},"params":{},"type":"start","x":100,"y":100}]|8|
